id,age,gender,height,weight,gym_frequency,workout_intensity,protein_intake,sleep_hours,training_experience,initial_muscle_mass,final_muscle_mass,body_fat_percentage,supplement_use,workout_type,diet_type,hydration_level,stress_level,session_duration,recovery_rate
3785,21.0,M,196.9,101.6,7.0,2.0,217.0,8.0,Intermediate,48.6,50.8,19.5,Protein,Mixed,Keto,1.5,4.0,,fast
3786,47.0,M,172.7,83.0,6.0,8.0,169.0,7.0,Beginner,31.8,35.9,24.6,Pre-workout,Strength,,2.8,1.0,56.0,
3787,48.0,,182.7,68.8,7.0,6.0,127.0,8.0,Beginner,25.5,29.4,10.5,Protein,Mixed,Omnivore,,1.0,56.0,fast
3788,55.0,,166.0,59.0,,9.0,108.0,7.0,Intermediate,22.7,,21.5,None,Mixed,Vegetarian,1.5,7.0,62.0,
3789,28.0,F,163.0,50.9,7.0,,92.0,7.0,Beginner,20.4,,29.8,None,Cardio,Omnivore,,4.0,74.0,fast
3790,52.0,F,177.1,81.6,3.0,4.0,156.0,8.0,,,26.5,20.6,,,Omnivore,,4.0,52.0,medium
3791,25.0,M,199.8,97.8,6.0,,,7.0,Intermediate,,38.9,19.0,Creatine,Strength,Vegetarian,,10.0,61.0,fast
3792,20.0,M,174.5,86.6,5.0,10.0,182.0,8.0,Intermediate,33.6,,,Creatine,Cardio,Omnivore,1.9,,69.0,fast
3793,31.0,,,58.3,2.0,7.0,112.0,8.0,Intermediate,25.7,27.7,13.6,Protein,Mixed,Vegan,3.7,8.0,52.0,fast
3794,30.0,F,159.4,72.9,,1.0,142.0,,Intermediate,32.4,34.8,25.2,None,Mixed,Omnivore,,9.0,78.0,
3795,,F,159.8,55.3,,1.0,112.0,8.0,Experienced,19.0,20.2,27.8,Creatine,Strength,Omnivore,1.8,7.0,58.0,medium
3796,49.0,M,185.8,109.3,7.0,10.0,235.0,8.0,Intermediate,,36.4,19.0,None,Mixed,Omnivore,,6.0,,medium
3797,51.0,M,179.8,104.7,6.0,4.0,220.0,6.0,Beginner,48.1,,14.8,None,Mixed,Vegan,2.8,1.0,39.0,fast
3798,,M,,126.6,,3.0,,8.0,Intermediate,49.5,51.6,14.0,None,Strength,Vegetarian,,8.0,72.0,fast
3799,36.0,F,171.0,78.6,4.0,1.0,142.0,9.0,,27.4,30.9,28.2,None,Strength,Keto,1.9,7.0,67.0,slow
3800,55.0,F,157.5,57.8,7.0,8.0,127.0,6.0,Experienced,21.0,22.3,16.7,None,,Keto,,,68.0,medium
3801,33.0,F,173.5,59.7,2.0,4.0,113.0,7.0,Beginner,24.1,28.0,26.2,None,Mixed,Omnivore,1.5,,54.0,
3802,19.0,F,,57.1,2.0,3.0,110.0,7.0,,17.5,21.7,25.2,Protein,Cardio,Keto,2.8,4.0,39.0,medium
3803,57.0,M,,112.6,1.0,1.0,232.0,6.0,Intermediate,47.9,,18.6,None,Strength,,3.2,9.0,85.0,fast
3804,34.0,M,197.1,103.7,7.0,3.0,221.0,8.0,Intermediate,41.3,43.5,23.7,None,Cardio,Omnivore,2.4,9.0,69.0,medium
3805,51.0,M,,114.4,4.0,3.0,222.0,6.0,Experienced,48.0,48.8,13.9,Protein,Strength,Omnivore,3.9,7.0,41.0,
3806,59.0,M,183.8,92.7,7.0,2.0,193.0,,Beginner,38.1,42.0,12.3,None,Mixed,Vegan,3.1,3.0,88.0,
3807,33.0,M,196.2,127.8,2.0,1.0,277.0,8.0,Intermediate,42.1,,24.0,None,Strength,Vegetarian,3.7,6.0,46.0,medium
3808,55.0,F,168.0,76.2,2.0,,154.0,9.0,Beginner,29.4,,,Creatine,Strength,Omnivore,3.1,4.0,,medium
3809,19.0,M,180.8,69.6,3.0,1.0,141.0,8.0,Beginner,34.5,38.4,22.3,None,Mixed,Vegan,2.7,,90.0,slow
3810,19.0,M,174.3,95.0,4.0,3.0,198.0,6.0,Experienced,,31.7,15.9,Protein,Mixed,,2.4,,57.0,medium
3811,43.0,F,176.5,66.0,2.0,5.0,122.0,6.0,Beginner,27.1,31.0,26.9,None,,Vegan,2.0,4.0,49.0,medium
3812,,M,,85.9,4.0,1.0,179.0,7.0,Beginner,40.1,44.3,,Creatine,Cardio,Omnivore,2.3,2.0,,medium
3813,64.0,M,178.9,109.5,2.0,,204.0,9.0,Beginner,38.5,42.9,17.3,Protein,Cardio,Vegetarian,1.8,2.0,87.0,
3814,48.0,M,181.5,111.8,6.0,1.0,,7.0,Intermediate,38.6,,23.6,Creatine,,Vegetarian,3.0,10.0,52.0,slow
3815,51.0,F,166.6,54.1,,9.0,101.0,6.0,Intermediate,18.9,21.3,24.1,None,Mixed,Omnivore,1.7,3.0,36.0,medium
3816,56.0,M,186.1,,4.0,8.0,143.0,7.0,Intermediate,35.7,38.0,14.2,None,Mixed,Omnivore,3.5,7.0,64.0,medium
3817,,F,165.2,74.6,7.0,5.0,158.0,8.0,Experienced,27.3,28.5,27.7,None,Cardio,Omnivore,2.3,9.0,81.0,medium
3818,25.0,F,,,1.0,2.0,,,Intermediate,27.7,29.5,18.3,None,Cardio,Omnivore,2.0,9.0,82.0,medium
3819,40.0,F,175.7,62.1,1.0,10.0,125.0,,Beginner,20.3,24.7,22.7,None,,Omnivore,2.3,3.0,,
3820,31.0,,169.7,75.5,1.0,9.0,138.0,8.0,Beginner,,27.1,17.8,None,Cardio,Vegan,3.7,9.0,35.0,fast
3821,44.0,M,194.3,76.4,5.0,6.0,160.0,7.0,,29.0,29.7,22.0,None,Strength,Keto,,2.0,68.0,medium
3822,46.0,F,158.3,64.1,7.0,3.0,118.0,7.0,Experienced,24.8,25.5,27.0,Protein,Mixed,Keto,1.7,,,medium
3823,56.0,M,185.5,111.8,2.0,3.0,234.0,6.0,Beginner,49.4,53.7,25.0,None,Strength,Omnivore,2.3,9.0,53.0,slow
3824,,F,171.4,75.5,7.0,1.0,140.0,7.0,Beginner,32.1,36.5,29.9,None,Cardio,Omnivore,3.1,5.0,73.0,fast
3825,18.0,M,175.3,64.5,,3.0,120.0,6.0,Experienced,21.3,22.0,23.7,Protein,Cardio,Vegetarian,3.9,9.0,55.0,slow
3826,,M,,,,9.0,270.0,6.0,Experienced,,61.2,22.9,,Cardio,Omnivore,2.3,6.0,73.0,slow
3827,58.0,M,,65.0,5.0,6.0,125.0,6.0,Beginner,29.4,,13.3,None,Mixed,Omnivore,3.0,7.0,46.0,
3828,47.0,M,183.8,86.8,,3.0,166.0,9.0,Intermediate,26.9,29.0,,,Strength,Omnivore,2.8,2.0,,slow
3829,30.0,M,184.5,72.4,2.0,1.0,139.0,6.0,,35.3,39.5,12.6,None,Mixed,Omnivore,1.7,10.0,71.0,medium
3830,38.0,M,181.4,74.1,2.0,1.0,151.0,,Experienced,26.8,27.3,12.4,None,Strength,Omnivore,2.5,10.0,84.0,fast
3831,36.0,,185.2,82.5,7.0,,165.0,9.0,Beginner,40.8,44.7,17.7,Protein,Strength,Vegetarian,2.5,2.0,,fast
3832,36.0,M,166.7,,5.0,10.0,163.0,6.0,Intermediate,36.1,,13.5,None,Strength,Omnivore,2.3,1.0,86.0,slow
3833,42.0,M,187.4,106.7,7.0,8.0,220.0,8.0,Beginner,50.7,55.0,11.6,None,Mixed,,1.8,4.0,57.0,slow
3834,39.0,M,173.4,86.5,2.0,10.0,182.0,6.0,Intermediate,37.1,38.9,13.8,Protein,Mixed,Vegan,,1.0,39.0,medium
3835,48.0,F,163.6,75.9,2.0,6.0,141.0,7.0,Experienced,26.2,27.3,15.9,Protein,Cardio,Vegan,1.5,6.0,,medium
3836,34.0,,173.3,,4.0,1.0,199.0,,Intermediate,38.3,40.3,15.4,Creatine,Strength,Omnivore,2.1,10.0,41.0,slow
3837,,M,179.0,82.6,3.0,2.0,175.0,8.0,Intermediate,35.1,37.0,23.0,Creatine,Cardio,Omnivore,3.6,,90.0,medium
3838,49.0,M,184.9,88.4,4.0,2.0,176.0,9.0,Experienced,39.8,40.5,23.2,Pre-workout,Cardio,Vegetarian,,8.0,63.0,
3839,27.0,F,,82.4,,7.0,159.0,6.0,Beginner,28.1,32.3,,Pre-workout,Strength,Omnivore,3.0,2.0,46.0,
3840,,F,164.5,69.6,5.0,6.0,134.0,7.0,Beginner,26.7,30.9,21.3,None,Strength,Omnivore,2.0,3.0,32.0,
3841,53.0,M,172.9,60.4,2.0,,132.0,9.0,Beginner,25.1,28.9,12.8,None,Mixed,Omnivore,2.2,5.0,81.0,fast
3842,25.0,M,179.5,96.1,7.0,2.0,189.0,,Beginner,43.2,46.7,16.6,,Mixed,Omnivore,3.5,9.0,39.0,slow
3843,37.0,F,170.7,77.6,2.0,10.0,162.0,8.0,Beginner,29.9,34.4,27.7,Creatine,Cardio,Omnivore,2.6,5.0,88.0,medium
3844,49.0,M,,105.2,3.0,2.0,,9.0,Experienced,42.3,43.0,16.9,Creatine,Mixed,,2.6,4.0,34.0,slow
3845,,M,176.6,89.8,,2.0,179.0,9.0,Beginner,36.1,40.3,18.6,,Strength,Vegan,3.9,9.0,60.0,medium
3846,,F,,73.0,1.0,6.0,158.0,6.0,Intermediate,27.9,29.7,22.6,Creatine,Cardio,Omnivore,3.4,,,
3847,63.0,F,,69.3,,6.0,,8.0,Intermediate,25.8,,21.8,Pre-workout,Strength,,2.6,10.0,52.0,
3848,41.0,M,168.4,60.8,3.0,7.0,112.0,6.0,Intermediate,22.6,24.9,23.1,None,Mixed,Omnivore,3.3,8.0,,slow
3849,32.0,M,165.6,85.1,4.0,2.0,176.0,9.0,Experienced,31.4,32.8,13.8,None,Cardio,Omnivore,,10.0,48.0,fast
3850,39.0,M,174.1,85.5,6.0,9.0,156.0,8.0,Intermediate,26.4,28.5,22.6,Creatine,Mixed,Omnivore,2.6,,40.0,slow
3851,47.0,,,44.1,2.0,3.0,87.0,9.0,Beginner,17.7,,21.8,None,Strength,Omnivore,1.7,,35.0,medium
3852,,M,183.3,101.0,4.0,,200.0,9.0,Experienced,47.8,48.3,16.8,None,Strength,Vegan,2.7,5.0,43.0,medium
3853,30.0,M,167.0,65.6,4.0,6.0,124.0,7.0,Beginner,29.8,33.7,16.4,None,Strength,Vegetarian,,5.0,36.0,medium
3854,,F,,,4.0,7.0,129.0,7.0,Intermediate,25.9,,28.7,None,Cardio,Omnivore,3.8,3.0,69.0,fast
3855,25.0,M,170.8,70.6,4.0,9.0,144.0,9.0,Experienced,32.0,33.1,20.0,None,Mixed,Omnivore,2.3,6.0,78.0,
3856,35.0,M,185.2,74.0,4.0,2.0,136.0,9.0,Beginner,31.7,36.2,,None,Strength,Omnivore,2.9,,70.0,fast
3857,29.0,M,194.0,89.4,,10.0,184.0,6.0,Beginner,34.8,39.0,,None,Cardio,Vegan,,7.0,,
3858,48.0,M,185.3,,2.0,,196.0,6.0,Beginner,40.0,44.3,10.0,None,Mixed,Omnivore,1.8,5.0,90.0,medium
3859,31.0,F,166.3,66.2,4.0,3.0,130.0,6.0,,,24.8,21.2,Pre-workout,Mixed,,2.5,8.0,71.0,medium
3860,51.0,F,170.1,57.2,5.0,2.0,103.0,,Experienced,22.0,,,,Strength,Vegetarian,2.2,3.0,31.0,medium
3861,35.0,F,150.9,49.8,4.0,8.0,,,Beginner,,25.1,20.4,None,Strength,Vegan,2.1,10.0,70.0,
3862,,M,164.9,89.4,1.0,,162.0,8.0,Intermediate,41.8,44.3,22.7,,Mixed,Vegetarian,2.2,8.0,48.0,slow
3863,28.0,M,163.8,,6.0,2.0,195.0,7.0,,43.6,47.2,13.3,Protein,Mixed,Omnivore,3.5,,32.0,medium
3864,,M,163.9,75.3,4.0,4.0,149.0,9.0,Intermediate,36.8,38.3,12.7,Creatine,Cardio,,2.8,4.0,51.0,slow
3865,29.0,M,170.4,79.4,1.0,,144.0,6.0,Intermediate,25.6,27.6,18.2,None,Mixed,Omnivore,,6.0,90.0,medium
3866,32.0,F,166.0,68.8,2.0,5.0,137.0,,Beginner,22.3,25.9,,Pre-workout,Strength,Omnivore,3.7,3.0,48.0,
3867,48.0,M,164.6,62.9,5.0,1.0,128.0,7.0,Beginner,23.8,28.2,20.6,,Cardio,Keto,3.6,3.0,67.0,medium
3868,46.0,M,197.4,136.0,7.0,10.0,294.0,8.0,Experienced,67.7,68.2,22.0,None,Strength,,3.8,,88.0,medium
3869,43.0,M,194.2,117.6,2.0,9.0,,7.0,Beginner,40.1,,15.5,,Mixed,Omnivore,1.8,,,fast
3870,35.0,F,179.1,66.9,2.0,6.0,136.0,6.0,Experienced,25.0,26.2,21.7,Protein,Cardio,Keto,3.3,9.0,78.0,medium
3871,49.0,M,161.7,,,2.0,127.0,6.0,Intermediate,24.5,26.7,17.2,None,Mixed,Omnivore,,,77.0,fast
3872,39.0,M,,112.0,,7.0,,8.0,Intermediate,35.5,37.1,,,Mixed,,3.0,5.0,60.0,medium
3873,55.0,M,192.1,91.7,5.0,,200.0,6.0,Beginner,44.7,48.4,15.4,None,Cardio,,,2.0,34.0,medium
3874,34.0,M,196.1,97.4,4.0,1.0,,7.0,,45.2,49.6,22.5,Creatine,,Vegan,,4.0,57.0,slow
3875,40.0,M,181.1,104.0,7.0,9.0,217.0,7.0,Intermediate,35.3,37.1,23.9,None,Cardio,Omnivore,,3.0,66.0,medium
3876,,F,173.6,63.9,1.0,3.0,135.0,8.0,Beginner,22.3,26.3,15.5,,Mixed,Omnivore,2.3,1.0,51.0,medium
3877,,M,,80.3,6.0,,167.0,7.0,Intermediate,33.8,36.2,14.7,None,Mixed,Vegan,3.9,5.0,84.0,slow
3878,58.0,M,163.0,90.4,4.0,,167.0,,Intermediate,36.0,38.1,16.5,,Cardio,Omnivore,3.4,9.0,56.0,fast
3879,23.0,M,164.7,,7.0,2.0,116.0,6.0,Beginner,,23.7,18.8,None,Mixed,Omnivore,1.6,4.0,,fast
3880,22.0,M,196.6,85.7,2.0,2.0,183.0,8.0,Intermediate,34.2,36.3,,Pre-workout,,Vegetarian,2.1,6.0,72.0,medium
3881,61.0,M,162.4,,1.0,5.0,192.0,8.0,Beginner,33.3,37.0,12.0,,Cardio,,3.0,,89.0,medium
3882,46.0,F,153.0,47.9,6.0,2.0,91.0,6.0,,18.7,,15.7,Pre-workout,Mixed,Keto,3.0,10.0,63.0,medium
3883,45.0,M,197.2,79.0,3.0,3.0,159.0,7.0,Intermediate,26.5,28.9,16.0,None,Strength,Omnivore,3.7,5.0,31.0,slow
3884,28.0,F,153.2,66.7,4.0,10.0,142.0,7.0,Beginner,27.4,31.5,24.9,None,Mixed,Vegan,1.9,10.0,67.0,slow
3885,18.0,F,176.1,66.3,2.0,9.0,136.0,9.0,Intermediate,27.9,29.5,28.4,Protein,Mixed,Omnivore,3.5,7.0,50.0,
3886,60.0,M,191.6,89.9,1.0,6.0,169.0,7.0,Beginner,,47.6,10.1,Protein,Mixed,Omnivore,3.8,4.0,65.0,fast
3887,36.0,M,161.6,61.1,2.0,9.0,130.0,,Experienced,,21.3,19.7,Protein,Mixed,Vegan,2.7,,90.0,fast
3888,26.0,,150.7,65.9,4.0,7.0,141.0,6.0,Intermediate,29.4,31.3,22.3,None,Mixed,Vegetarian,3.0,5.0,36.0,medium
3889,44.0,M,181.4,104.0,6.0,1.0,225.0,9.0,Beginner,43.5,48.0,19.7,None,Mixed,Vegan,3.5,7.0,57.0,fast
3890,51.0,F,179.9,81.4,7.0,2.0,174.0,6.0,Intermediate,31.8,34.2,17.8,None,Mixed,Vegan,1.6,2.0,,medium
3891,61.0,F,176.4,72.9,4.0,9.0,,7.0,,30.9,32.2,21.6,Protein,Strength,Vegetarian,,1.0,89.0,
3892,21.0,M,172.4,65.8,4.0,3.0,131.0,7.0,Experienced,28.1,29.5,22.7,Protein,Cardio,Vegan,3.4,2.0,74.0,
3893,53.0,M,,,5.0,8.0,230.0,7.0,Intermediate,45.6,47.8,20.4,None,Cardio,Omnivore,3.0,8.0,35.0,fast
3894,35.0,F,,70.5,7.0,7.0,155.0,8.0,Beginner,26.0,30.3,15.4,,Mixed,,4.0,6.0,31.0,fast
3895,32.0,M,189.4,86.8,7.0,6.0,173.0,7.0,Experienced,,40.0,19.8,Pre-workout,Mixed,,,,83.0,medium
3896,30.0,F,160.2,75.4,7.0,10.0,159.0,6.0,Intermediate,22.8,25.0,22.9,Pre-workout,Mixed,Omnivore,2.9,9.0,82.0,slow
3897,,F,154.4,,5.0,8.0,135.0,6.0,Beginner,22.7,26.4,28.7,,,,2.5,5.0,53.0,medium
3898,23.0,M,189.9,107.8,4.0,,202.0,7.0,Beginner,53.0,57.3,14.1,Protein,Cardio,Omnivore,3.2,8.0,84.0,medium
3899,65.0,F,163.7,79.9,6.0,10.0,173.0,9.0,Beginner,29.8,33.8,22.1,None,Strength,Keto,1.8,4.0,75.0,medium
3900,29.0,F,152.3,47.0,5.0,8.0,85.0,7.0,Beginner,,22.8,29.2,Protein,Mixed,Vegetarian,,4.0,77.0,slow
3901,54.0,F,173.7,80.8,6.0,,169.0,7.0,Beginner,,32.2,17.6,None,Cardio,Omnivore,3.5,6.0,60.0,medium
3902,34.0,F,,,7.0,7.0,119.0,7.0,Beginner,,24.5,17.9,Creatine,Strength,Omnivore,2.7,,36.0,slow
3903,40.0,F,164.7,71.3,2.0,8.0,,,Beginner,,27.4,16.0,Pre-workout,Mixed,,2.6,4.0,42.0,
3904,,F,,84.1,1.0,2.0,181.0,6.0,Intermediate,33.7,35.5,22.5,,Mixed,,2.7,9.0,49.0,medium
3905,46.0,M,180.2,91.1,5.0,4.0,174.0,6.0,Beginner,,43.0,10.8,Protein,Mixed,Omnivore,2.7,9.0,61.0,medium
3906,50.0,F,,78.0,5.0,,165.0,9.0,Beginner,33.4,37.9,16.6,Creatine,Strength,Keto,1.8,10.0,31.0,fast
3907,44.0,F,176.0,61.1,6.0,4.0,127.0,8.0,Beginner,23.6,27.7,18.8,Creatine,,Omnivore,3.1,1.0,,medium
3908,42.0,M,184.5,100.4,,2.0,220.0,6.0,Beginner,,41.4,,Protein,Mixed,Vegetarian,1.7,10.0,87.0,fast
3909,27.0,M,186.4,72.8,5.0,2.0,158.0,8.0,Intermediate,28.6,30.3,17.7,,Mixed,Vegan,3.9,10.0,,slow
3910,64.0,M,184.6,70.0,5.0,2.0,128.0,6.0,Experienced,22.6,23.5,19.2,Protein,Strength,Vegan,2.5,10.0,80.0,fast
3911,40.0,F,165.9,,6.0,2.0,131.0,7.0,Intermediate,27.8,,17.3,Protein,Strength,Vegan,2.1,10.0,,
3912,38.0,M,166.9,79.6,3.0,7.0,175.0,7.0,Experienced,32.9,34.0,,,Strength,Vegan,1.7,9.0,58.0,slow
3913,38.0,F,160.1,56.3,1.0,9.0,115.0,8.0,Intermediate,16.9,18.7,20.7,None,Cardio,Omnivore,,8.0,55.0,fast
3914,60.0,F,170.8,70.5,,,130.0,8.0,Intermediate,27.4,29.6,23.4,None,Cardio,Omnivore,2.1,4.0,66.0,
3915,30.0,F,162.8,69.5,5.0,9.0,134.0,9.0,Beginner,27.3,30.9,,Pre-workout,Mixed,Omnivore,2.0,2.0,90.0,slow
3916,,F,162.2,67.7,7.0,6.0,132.0,,,28.7,32.4,15.5,Protein,Mixed,,3.8,2.0,74.0,slow
3917,50.0,M,190.4,76.5,3.0,10.0,140.0,,Experienced,37.8,,23.2,Protein,Cardio,Omnivore,1.6,4.0,,
3918,41.0,F,,59.0,4.0,3.0,121.0,7.0,Intermediate,25.0,,25.7,Creatine,Mixed,,3.7,5.0,54.0,medium
3919,,F,170.4,75.2,4.0,7.0,164.0,6.0,Intermediate,31.0,33.1,23.0,None,Cardio,Omnivore,3.6,10.0,70.0,medium
3920,28.0,F,164.7,70.6,3.0,8.0,147.0,8.0,Beginner,22.9,27.0,,None,Strength,Omnivore,,8.0,74.0,slow
3921,34.0,,161.3,73.3,2.0,9.0,157.0,7.0,Experienced,,26.7,25.1,None,,Vegan,3.3,3.0,57.0,fast
3922,21.0,F,160.2,64.0,3.0,4.0,139.0,8.0,Experienced,27.0,28.1,29.5,Protein,Strength,Vegan,1.6,,,medium
3923,64.0,F,155.2,70.5,4.0,5.0,155.0,,Experienced,23.9,25.0,,Pre-workout,Cardio,Omnivore,3.5,10.0,36.0,medium
3924,42.0,M,173.4,104.3,5.0,1.0,222.0,8.0,Intermediate,36.6,39.0,,,Cardio,Vegan,3.1,2.0,38.0,
3925,47.0,M,175.7,96.6,4.0,5.0,194.0,8.0,Beginner,47.1,51.4,,None,Mixed,Vegan,2.1,2.0,60.0,medium
3926,26.0,F,163.1,,7.0,10.0,108.0,,Intermediate,20.3,,19.7,None,Strength,Vegan,1.7,4.0,38.0,medium
3927,38.0,F,170.2,,1.0,7.0,104.0,8.0,Intermediate,17.3,19.1,26.5,None,Cardio,Vegetarian,3.1,10.0,69.0,fast
3928,37.0,F,163.6,74.5,1.0,2.0,157.0,8.0,Intermediate,29.6,31.8,19.4,None,Cardio,Omnivore,2.0,1.0,36.0,fast
3929,36.0,F,173.9,59.8,4.0,5.0,114.0,7.0,Experienced,26.5,27.9,29.7,Protein,Strength,Omnivore,2.5,8.0,81.0,slow
3930,36.0,F,169.2,56.6,4.0,9.0,111.0,,Beginner,19.5,23.4,23.8,None,Strength,Vegan,3.8,7.0,65.0,fast
3931,29.0,M,167.6,94.9,5.0,3.0,201.0,9.0,Beginner,36.2,40.0,17.0,Creatine,Strength,Omnivore,2.7,10.0,,slow
3932,54.0,F,158.3,61.9,5.0,,127.0,7.0,Intermediate,20.3,22.8,,Protein,Mixed,Omnivore,,5.0,47.0,slow
3933,59.0,M,163.2,65.0,1.0,,138.0,8.0,Beginner,19.8,24.1,17.4,,Mixed,Omnivore,2.9,10.0,55.0,fast
3934,,M,197.8,,7.0,9.0,,8.0,Beginner,53.8,57.6,21.1,Protein,Mixed,Keto,1.7,1.0,43.0,medium
3935,,M,195.5,117.0,6.0,10.0,220.0,,Intermediate,38.8,41.3,20.8,,Strength,Vegan,3.0,6.0,82.0,
3936,65.0,M,163.4,74.8,7.0,4.0,158.0,7.0,Intermediate,29.7,31.7,21.0,None,,Vegetarian,2.9,1.0,,medium
3937,56.0,M,183.0,,7.0,,174.0,7.0,Beginner,31.4,35.6,11.4,Protein,Mixed,Vegetarian,,3.0,,medium
3938,45.0,F,178.8,83.5,2.0,6.0,167.0,9.0,Experienced,30.7,,16.1,Protein,Mixed,Omnivore,,10.0,38.0,medium
3939,58.0,F,,79.6,7.0,9.0,,9.0,Intermediate,33.1,35.3,24.7,Protein,Cardio,Vegetarian,2.4,7.0,,slow
3940,,F,164.8,72.1,6.0,4.0,131.0,8.0,Intermediate,,26.7,25.4,,Cardio,Vegetarian,2.1,1.0,78.0,medium
3941,64.0,F,,50.3,4.0,9.0,105.0,,Beginner,,25.1,,Creatine,Strength,Omnivore,3.0,6.0,84.0,fast
3942,65.0,M,171.2,89.3,5.0,7.0,187.0,9.0,Intermediate,30.4,32.0,,,Mixed,,3.5,1.0,73.0,fast
3943,35.0,,189.4,103.0,,,213.0,7.0,Beginner,48.6,52.3,17.2,Protein,Strength,Omnivore,1.7,1.0,55.0,medium
3944,31.0,F,173.4,84.8,4.0,6.0,168.0,6.0,Intermediate,37.6,39.5,15.9,None,Strength,Omnivore,,6.0,58.0,medium
3945,52.0,M,181.1,96.3,1.0,2.0,,9.0,Experienced,40.7,41.3,16.3,,Strength,Omnivore,3.2,8.0,37.0,medium
3946,61.0,,153.6,46.6,5.0,8.0,96.0,7.0,Beginner,17.2,21.5,21.2,None,Strength,Omnivore,2.6,,87.0,medium
3947,58.0,M,,96.6,6.0,7.0,203.0,7.0,Intermediate,,31.2,19.3,None,Mixed,Omnivore,,3.0,37.0,
3948,24.0,M,193.8,117.0,3.0,7.0,,8.0,Beginner,,,10.9,,Mixed,,2.6,4.0,,medium
3949,58.0,M,165.6,85.3,1.0,4.0,168.0,,Experienced,35.5,36.8,10.7,Protein,Cardio,Vegan,3.5,3.0,67.0,
3950,30.0,M,162.3,61.5,4.0,1.0,115.0,6.0,Experienced,24.8,25.9,20.3,,Strength,Omnivore,3.9,4.0,33.0,fast
3951,35.0,F,166.1,,5.0,7.0,,7.0,Experienced,19.7,20.8,20.9,Creatine,Mixed,Vegan,2.7,6.0,86.0,medium
3952,54.0,M,171.4,59.4,1.0,5.0,,8.0,Intermediate,19.1,20.9,14.7,None,Strength,,2.6,,85.0,medium
3953,30.0,F,158.5,55.2,4.0,5.0,113.0,9.0,Beginner,24.3,28.6,17.3,None,,Vegan,,9.0,72.0,slow
3954,53.0,F,152.6,42.7,,9.0,88.0,8.0,Experienced,17.2,17.9,29.4,None,Strength,Omnivore,3.4,9.0,33.0,medium
3955,48.0,M,,129.9,6.0,3.0,279.0,,Experienced,44.7,45.3,20.6,Creatine,,Omnivore,2.3,2.0,57.0,fast
3956,19.0,F,174.9,79.5,5.0,5.0,172.0,6.0,Beginner,30.7,34.5,23.8,Creatine,Cardio,Omnivore,2.9,10.0,73.0,
3957,33.0,F,153.4,69.7,7.0,10.0,144.0,6.0,,28.2,29.2,18.5,None,Strength,Omnivore,3.1,1.0,53.0,
3958,26.0,F,176.3,89.2,2.0,2.0,167.0,9.0,Beginner,36.3,39.9,22.2,,Strength,Vegan,1.7,3.0,69.0,medium
3959,,F,170.5,73.4,1.0,5.0,136.0,8.0,Intermediate,22.2,24.7,29.0,None,,Vegan,2.8,1.0,79.0,medium
3960,55.0,M,173.0,82.4,5.0,5.0,176.0,8.0,Beginner,40.4,44.9,,None,Strength,Omnivore,1.9,3.0,34.0,medium
3961,28.0,M,,126.3,4.0,2.0,260.0,9.0,Experienced,50.0,50.7,16.8,None,Strength,Omnivore,3.6,9.0,80.0,fast
3962,39.0,M,,82.8,,9.0,156.0,7.0,Beginner,37.1,41.4,19.8,None,Mixed,,2.5,2.0,70.0,
3963,50.0,M,193.9,,,3.0,165.0,7.0,,38.7,42.3,19.3,,Cardio,Omnivore,3.0,1.0,73.0,fast
3964,,F,,61.7,4.0,,112.0,6.0,,27.3,29.7,28.7,,Strength,Vegan,3.4,4.0,76.0,medium
3965,62.0,F,165.0,50.7,4.0,,102.0,,Experienced,17.5,18.6,17.8,None,Strength,Vegan,2.5,3.0,90.0,medium
3966,40.0,M,171.6,72.2,7.0,4.0,133.0,,Intermediate,,32.9,21.8,Creatine,Strength,Omnivore,3.5,7.0,40.0,fast
3967,62.0,M,175.5,65.5,4.0,5.0,128.0,9.0,Beginner,20.2,24.0,19.3,None,Strength,Omnivore,3.2,2.0,67.0,medium
3968,62.0,F,,52.0,4.0,3.0,98.0,8.0,Experienced,,17.2,15.4,Pre-workout,Strength,Vegetarian,3.5,9.0,69.0,medium
3969,51.0,M,197.9,110.7,6.0,8.0,232.0,7.0,Experienced,,49.7,20.7,Creatine,Mixed,Vegan,,6.0,,medium
3970,26.0,,168.0,74.8,2.0,,135.0,8.0,Intermediate,26.3,28.7,18.6,Protein,Strength,,3.2,9.0,58.0,medium
3971,41.0,M,165.9,77.2,4.0,1.0,151.0,7.0,Beginner,26.6,30.5,23.6,Creatine,Mixed,Vegetarian,1.8,10.0,50.0,medium
3972,25.0,F,150.2,78.0,3.0,1.0,77.0,6.0,Beginner,16.0,19.8,41.6,None,Cardio,Vegetarian,3.8,,252.0,
3973,24.0,F,175.5,70.0,5.0,8.0,127.0,7.0,Intermediate,27.2,,,None,Cardio,Omnivore,2.9,4.0,55.0,
3974,53.0,M,,66.0,4.0,,121.0,8.0,Beginner,20.0,23.6,14.2,Protein,Strength,Vegetarian,2.4,6.0,45.0,medium
3975,,M,172.6,88.6,4.0,2.0,169.0,,Intermediate,44.2,45.9,11.9,None,Cardio,Vegetarian,2.8,10.0,48.0,slow
3976,20.0,,192.0,119.4,6.0,8.0,252.0,7.0,Beginner,45.8,50.1,12.7,None,Mixed,Omnivore,3.7,3.0,31.0,medium
