id,age,gender,height,weight,gym_frequency,workout_intensity,protein_intake,sleep_hours,training_experience,initial_muscle_mass,final_muscle_mass,body_fat_percentage,supplement_use,workout_type,diet_type,hydration_level,stress_level,session_duration,recovery_rate
4742,42.0,M,181.6,77.2,7.0,5.0,169.0,6.0,Intermediate,37.3,39.1,14.4,NoUse,Cardio,Vegetarian,1.7,5.0,73.0,fast
4743,38.0,M,193.8,97.0,3.0,,194.0,,Experienced,,,12.2,Creatine,Strength,Keto,2.6,,44.0,fast
4744,41.0,M,172.9,95.9,6.0,2.0,204.0,8.0,Intermediate,30.7,32.8,16.5,Creatine,Cardio,Vegan,1.9,10.0,47.0,medium
4745,,,,,,,,,,,,,Pre-workout,,,,,,
4746,62.0,M,176.9,84.6,6.0,4.0,175.0,8.0,Experienced,42.0,42.8,22.4,NoUse,Cardio,Vegan,2.3,1.0,44.0,medium
4747,63.0,M,198.8,94.1,1.0,10.0,192.0,8.0,Beginner,42.1,46.2,21.8,NoUse,Mixed,Omnivore,2.6,7.0,45.0,medium
4748,49.0,F,173.9,86.2,5.0,1.0,176.0,6.0,Experienced,36.9,37.5,23.8,Pre-workout,Mixed,Omnivore,2.3,1.0,67.0,medium
4749,49.0,F,151.0,52.4,5.0,7.0,105.0,6.0,Experienced,18.0,18.9,28.7,Creatine,Mixed,Omnivore,2.1,9.0,66.0,fast
4750,,,,,,,251.0,,Beginner,,,,NoUse,,,,,,
4751,53.0,M,178.9,81.2,5.0,2.0,151.0,8.0,Experienced,34.2,35.0,12.8,NoUse,Strength,Omnivore,3.2,4.0,72.0,slow
4752,63.0,F,160.9,56.8,,,113.0,,Intermediate,,,27.8,Creatine,Mixed,Vegetarian,,,75.0,
4753,59.0,M,173.9,75.3,2.0,2.0,136.0,6.0,Intermediate,36.9,39.0,14.0,Creatine,Strength,Omnivore,3.4,5.0,30.0,fast
4754,59.0,F,167.9,73.7,3.0,9.0,159.0,7.0,Experienced,30.4,31.8,19.0,Creatine,Cardio,Omnivore,3.9,6.0,88.0,medium
4755,56.0,F,165.9,81.4,2.0,2.0,157.0,7.0,Intermediate,35.1,37.5,24.0,Pre-workout,Cardio,Vegetarian,1.6,4.0,42.0,medium
4756,33.0,M,186.3,80.3,5.0,3.0,160.0,6.0,Beginner,39.4,43.5,18.5,NoUse,Cardio,Vegan,3.7,7.0,80.0,medium
4757,,,,,,,,,,,,,Pre-workout,,,,,,
4758,38.0,M,165.8,65.9,4.0,3.0,122.0,9.0,Intermediate,29.9,31.8,12.1,Protein,Strength,Omnivore,2.8,7.0,71.0,medium
4759,26.0,F,157.7,61.2,5.0,2.0,129.0,8.0,Intermediate,24.5,26.8,19.9,Creatine,Strength,Omnivore,3.3,5.0,57.0,medium
4760,23.0,F,175.2,75.2,4.0,6.0,151.0,7.0,Experienced,30.6,31.9,29.6,NoUse,Mixed,Vegetarian,3.3,3.0,78.0,fast
4761,62.0,F,169.9,67.5,7.0,6.0,123.0,9.0,Intermediate,27.5,29.7,17.8,Pre-workout,Strength,Omnivore,2.8,1.0,51.0,medium
4762,52.0,M,177.9,87.0,6.0,3.0,162.0,9.0,Beginner,32.9,37.2,15.6,Creatine,Strength,Omnivore,1.9,5.0,70.0,medium
4763,56.0,M,167.3,92.9,2.0,4.0,189.0,7.0,Beginner,37.3,41.5,11.7,Protein,Strength,Omnivore,3.0,7.0,32.0,medium
4764,39.0,M,160.3,54.8,6.0,7.0,108.0,9.0,Intermediate,25.5,27.1,20.4,Protein,Cardio,Vegan,3.9,5.0,74.0,medium
4765,58.0,M,172.5,96.6,1.0,2.0,209.0,8.0,Intermediate,44.9,46.4,17.9,Pre-workout,Mixed,Vegetarian,3.4,8.0,52.0,medium
4766,22.0,M,162.2,70.9,3.0,3.0,146.0,9.0,Beginner,21.8,26.0,19.2,NoUse,Mixed,Omnivore,2.5,9.0,40.0,fast
4767,59.0,M,179.3,80.4,1.0,5.0,164.0,9.0,Beginner,31.2,35.5,23.2,NoUse,Mixed,Vegan,4.0,4.0,64.0,medium
4768,40.0,F,174.7,61.4,4.0,3.0,128.0,7.0,Beginner,23.9,28.0,21.8,NoUse,Mixed,Keto,2.9,9.0,87.0,medium
4769,34.0,F,158.6,69.9,6.0,3.0,140.0,9.0,Beginner,22.1,25.9,21.1,NoUse,Cardio,Omnivore,1.7,9.0,44.0,medium
4770,29.0,M,193.9,108.6,7.0,9.0,216.0,9.0,Intermediate,46.6,48.4,23.6,NoUse,Mixed,Keto,3.7,5.0,30.0,slow
4771,40.0,M,188.2,109.5,1.0,10.0,240.0,9.0,Intermediate,51.3,53.6,20.3,NoUse,Mixed,Vegetarian,1.6,5.0,90.0,slow
4772,33.0,M,165.0,67.3,4.0,,145.0,,Beginner,,,17.3,Protein,Cardio,Keto,,,60.0,
4773,,,,,,,122.0,,Beginner,,,,Creatine,,,,,,
4774,47.0,M,166.1,93.0,1.0,10.0,175.0,8.0,Experienced,46.0,47.1,21.8,Pre-workout,Strength,Vegan,2.3,8.0,48.0,fast
4775,39.0,M,186.2,119.3,3.0,3.0,227.0,8.0,Beginner,50.2,54.3,14.5,NoUse,Mixed,Omnivore,3.4,6.0,83.0,medium
4776,26.0,M,165.7,85.4,5.0,3.0,179.0,7.0,Beginner,29.1,33.2,14.0,Protein,Cardio,Vegan,2.9,1.0,66.0,fast
4777,46.0,F,161.8,70.7,3.0,9.0,154.0,9.0,Intermediate,25.5,27.0,23.3,NoUse,Cardio,Vegan,3.2,7.0,84.0,medium
4778,64.0,F,167.0,73.4,2.0,5.0,136.0,6.0,Experienced,24.4,25.0,19.8,Pre-workout,Strength,Keto,3.1,9.0,66.0,medium
4779,54.0,F,151.5,57.5,6.0,10.0,126.0,8.0,Beginner,25.1,29.2,26.1,NoUse,Strength,Vegetarian,3.1,8.0,42.0,fast
4780,40.0,F,154.6,60.1,2.0,4.0,116.0,9.0,Beginner,21.3,25.7,21.8,NoUse,Strength,Vegan,3.4,2.0,64.0,slow
4781,30.0,M,172.8,102.9,1.0,7.0,199.0,7.0,Intermediate,34.3,36.1,25.0,NoUse,Mixed,Omnivore,1.7,8.0,64.0,slow
4782,49.0,M,178.5,99.6,3.0,5.0,201.0,7.0,Intermediate,31.5,33.1,13.8,NoUse,Cardio,Vegan,3.5,3.0,76.0,medium
4783,63.0,M,194.3,112.6,2.0,6.0,207.0,7.0,Beginner,42.4,46.7,11.0,NoUse,Mixed,Omnivore,2.5,10.0,58.0,medium
4784,,,,,,,107.0,,Intermediate,,,,Creatine,,,,,,
4785,65.0,M,173.9,104.8,1.0,2.0,189.0,6.0,Intermediate,44.9,46.4,24.3,Creatine,Cardio,Omnivore,3.7,3.0,79.0,medium
4786,,F,,,,,118.0,,Intermediate,,,,NoUse,,Vegetarian,,,,
4787,62.0,M,171.8,100.8,1.0,9.0,221.0,6.0,Intermediate,40.5,42.3,24.0,Protein,Mixed,Omnivore,3.0,6.0,76.0,fast
4788,34.0,M,185.0,105.1,7.0,3.0,206.0,9.0,Beginner,36.2,40.6,14.1,NoUse,Cardio,Omnivore,2.3,5.0,90.0,medium
4789,,M,,59.7,,,113.0,,Beginner,,,,Pre-workout,,Vegan,,,66.0,
4790,38.0,M,190.9,102.3,3.0,5.0,195.0,6.0,Intermediate,33.5,35.5,10.6,Protein,Cardio,Omnivore,3.0,4.0,74.0,medium
4791,19.0,F,165.2,78.4,7.0,9.0,157.0,9.0,Beginner,30.1,34.3,22.6,NoUse,Cardio,Omnivore,3.8,2.0,82.0,medium
4792,54.0,F,152.6,43.4,3.0,5.0,94.0,7.0,Intermediate,17.3,19.5,27.5,Creatine,Cardio,Vegetarian,2.2,6.0,62.0,medium
4793,23.0,F,168.8,80.9,5.0,9.0,170.0,6.0,Experienced,28.7,29.9,23.8,Protein,Mixed,Omnivore,2.0,4.0,36.0,medium
4794,61.0,M,182.8,97.6,1.0,7.0,182.0,6.0,Intermediate,47.5,49.8,13.6,Protein,Mixed,Vegan,3.1,8.0,79.0,medium
4795,35.0,F,160.2,47.6,1.0,,92.0,,Intermediate,,,20.7,NoUse,Cardio,Omnivore,2.5,,33.0,fast
4796,47.0,M,160.4,65.9,6.0,10.0,130.0,6.0,Experienced,32.2,33.2,23.7,Protein,Mixed,Vegan,3.7,2.0,65.0,medium
4797,39.0,M,168.0,57.7,3.0,6.0,127.0,8.0,Intermediate,25.9,27.7,12.6,Pre-workout,Strength,Keto,2.4,9.0,89.0,slow
4798,50.0,M,176.2,62.2,1.0,7.0,131.0,6.0,Beginner,29.6,33.8,19.6,Creatine,Strength,Omnivore,1.9,8.0,66.0,medium
4799,47.0,M,168.0,94.4,7.0,7.0,188.0,9.0,Beginner,44.8,48.7,17.9,Protein,Strength,Omnivore,1.7,5.0,77.0,medium
4800,34.0,M,183.1,104.7,2.0,5.0,199.0,9.0,Intermediate,36.6,38.2,13.0,NoUse,Mixed,Omnivore,1.9,7.0,55.0,medium
4801,60.0,F,171.4,63.1,2.0,6.0,118.0,9.0,Experienced,27.7,28.4,17.6,Protein,Cardio,Omnivore,3.8,4.0,33.0,fast
4802,49.0,F,175.7,59.8,1.0,4.0,112.0,6.0,Beginner,20.4,24.8,23.1,Pre-workout,Mixed,Keto,2.3,10.0,64.0,medium
4803,59.0,M,185.9,71.9,2.0,7.0,139.0,9.0,Experienced,25.4,26.3,21.1,Protein,Cardio,Omnivore,3.4,7.0,66.0,fast
4804,31.0,M,187.6,118.8,3.0,2.0,239.0,6.0,Intermediate,36.8,39.2,15.9,NoUse,Mixed,Vegan,3.9,2.0,87.0,fast
4805,27.0,F,168.3,72.2,4.0,7.0,135.0,8.0,Intermediate,30.0,32.4,27.3,Pre-workout,Mixed,Omnivore,2.4,5.0,89.0,fast
4806,64.0,M,199.4,89.1,7.0,10.0,187.0,8.0,Intermediate,39.0,41.2,20.9,NoUse,Mixed,Omnivore,2.3,2.0,36.0,slow
4807,53.0,F,157.8,65.2,1.0,6.0,142.0,8.0,Intermediate,28.3,29.9,24.6,NoUse,Strength,Omnivore,3.5,6.0,31.0,medium
4808,51.0,M,170.7,101.9,6.0,7.0,205.0,8.0,Beginner,48.5,52.6,24.7,NoUse,Mixed,Vegetarian,3.2,10.0,30.0,medium
4809,26.0,F,153.8,64.9,5.0,10.0,126.0,8.0,Beginner,22.9,26.6,17.3,Creatine,Mixed,Vegan,3.7,3.0,72.0,fast
4810,59.0,M,179.4,85.9,1.0,1.0,179.0,8.0,Intermediate,40.2,42.4,19.7,Protein,Mixed,Omnivore,2.3,8.0,70.0,medium
4811,45.0,F,152.9,64.9,3.0,,135.0,,Beginner,,26.4,15.0,NoUse,Cardio,Omnivore,3.6,,36.0,medium
4812,28.0,M,170.8,90.9,5.0,1.0,193.0,6.0,Beginner,35.9,40.3,19.7,NoUse,Strength,Vegan,2.6,8.0,89.0,medium
4813,31.0,M,179.3,68.6,7.0,3.0,149.0,8.0,Intermediate,30.5,32.7,16.6,Creatine,Cardio,Vegetarian,3.9,5.0,58.0,medium
4814,56.0,M,198.3,133.2,5.0,,258.0,,Beginner,,,22.6,NoUse,Mixed,Omnivore,2.1,,77.0,fast
4815,64.0,M,198.6,131.2,4.0,3.0,243.0,9.0,Beginner,47.7,51.4,20.3,Protein,Cardio,Vegetarian,2.7,7.0,78.0,slow
4816,36.0,M,189.7,103.9,7.0,3.0,225.0,8.0,Beginner,43.5,47.4,13.7,NoUse,Mixed,Omnivore,3.6,7.0,40.0,medium
4817,32.0,F,161.7,63.0,7.0,1.0,118.0,7.0,Beginner,26.7,30.5,18.5,NoUse,Cardio,Omnivore,3.5,4.0,68.0,medium
4818,45.0,M,194.6,88.7,1.0,,172.0,,Experienced,,,24.8,NoUse,Mixed,Omnivore,1.9,,78.0,fast
4819,41.0,M,195.0,123.6,1.0,3.0,243.0,7.0,Beginner,54.5,58.2,20.1,NoUse,Cardio,Vegan,2.0,4.0,71.0,medium
4820,,M,,,,,219.0,,Experienced,,,,Protein,,Omnivore,,,,
4821,60.0,M,185.6,98.8,2.0,10.0,201.0,6.0,Intermediate,34.5,36.3,22.6,NoUse,Cardio,Omnivore,2.4,2.0,45.0,slow
4822,26.0,F,156.1,48.8,1.0,3.0,100.0,9.0,Beginner,19.8,23.6,17.4,Creatine,Cardio,Vegan,3.0,8.0,53.0,medium
4823,64.0,F,152.7,48.0,7.0,5.0,101.0,6.0,Beginner,19.4,23.4,18.8,Protein,Strength,Omnivore,1.5,7.0,60.0,medium
4824,50.0,F,177.4,93.9,7.0,7.0,207.0,8.0,Intermediate,35.6,37.9,17.6,NoUse,Cardio,Vegan,2.5,9.0,79.0,fast
4825,50.0,M,162.2,72.1,7.0,10.0,158.0,8.0,Intermediate,33.5,35.7,23.6,NoUse,Mixed,Vegan,2.7,3.0,81.0,fast
4826,36.0,M,171.8,95.1,1.0,5.0,176.0,9.0,Intermediate,33.9,35.7,20.6,NoUse,Strength,Vegan,2.7,9.0,57.0,slow
4827,20.0,M,179.5,104.5,2.0,3.0,229.0,8.0,Beginner,31.7,35.9,23.8,NoUse,Mixed,Omnivore,4.0,4.0,73.0,medium
4828,27.0,M,160.9,89.9,6.0,5.0,188.0,7.0,Intermediate,40.2,41.7,15.8,NoUse,Strength,Omnivore,3.7,2.0,79.0,fast
4829,57.0,M,196.3,133.9,7.0,10.0,275.0,6.0,Beginner,48.6,52.7,10.7,NoUse,Strength,Omnivore,2.7,7.0,59.0,slow
4830,64.0,F,158.6,59.1,6.0,3.0,116.0,6.0,Beginner,22.5,26.2,25.6,NoUse,Cardio,Vegan,2.7,10.0,58.0,medium
4831,59.0,F,150.9,67.0,6.0,9.0,147.0,8.0,Beginner,28.3,32.0,25.1,Protein,Cardio,Vegan,2.4,4.0,34.0,medium
4832,18.0,F,179.8,72.4,4.0,3.0,139.0,7.0,Beginner,23.2,27.1,26.4,Protein,Mixed,Omnivore,2.3,7.0,63.0,fast
4833,,M,,86.6,,,189.0,,Beginner,,,,Protein,,Vegetarian,,,,
4834,51.0,F,176.3,86.6,7.0,9.0,168.0,7.0,Intermediate,32.6,34.4,25.8,NoUse,Cardio,Vegetarian,2.8,9.0,62.0,fast
4835,30.0,F,163.6,77.5,3.0,4.0,144.0,8.0,Beginner,24.1,28.3,22.7,NoUse,Cardio,Omnivore,1.8,10.0,72.0,fast
4836,18.0,M,186.5,96.9,2.0,10.0,199.0,9.0,Beginner,45.1,49.1,13.1,NoUse,Cardio,Vegan,3.9,4.0,39.0,medium
4837,51.0,F,157.2,56.9,7.0,2.0,122.0,6.0,Beginner,24.1,28.3,22.3,NoUse,Mixed,Omnivore,1.6,7.0,61.0,medium
4838,46.0,M,180.1,100.3,1.0,10.0,219.0,6.0,Intermediate,36.5,38.6,14.4,Creatine,Strength,Omnivore,2.3,4.0,52.0,fast
4839,65.0,M,170.3,77.8,2.0,6.0,166.0,7.0,Intermediate,30.0,31.6,15.9,Creatine,Strength,Vegan,2.0,9.0,59.0,slow
4840,64.0,M,198.0,117.9,2.0,5.0,231.0,7.0,Beginner,57.8,61.4,21.0,NoUse,Mixed,Vegetarian,2.4,6.0,69.0,medium
4841,30.0,M,162.4,84.6,4.0,5.0,179.0,9.0,Intermediate,40.8,42.7,22.8,Creatine,Cardio,Omnivore,3.2,6.0,90.0,fast
4842,65.0,M,171.0,95.4,4.0,6.0,173.0,7.0,Beginner,38.8,42.5,21.9,NoUse,Strength,Vegan,1.7,6.0,53.0,medium
4843,46.0,F,176.8,65.8,5.0,6.0,123.0,8.0,Beginner,21.0,24.5,27.6,Protein,Mixed,Omnivore,2.1,7.0,56.0,fast
4844,56.0,M,179.2,91.8,1.0,,186.0,,Intermediate,,,20.6,NoUse,Cardio,Omnivore,,,38.0,
4845,,M,,,,,132.0,,Beginner,,,,Pre-workout,,Omnivore,,,,
4846,,,,,,,,,,,,,NoUse,,,,,,
4847,34.0,M,162.8,58.0,5.0,3.0,120.0,8.0,Beginner,27.9,31.5,21.6,Protein,Strength,Vegan,3.6,8.0,56.0,fast
4848,24.0,M,160.7,85.4,6.0,4.0,175.0,8.0,Beginner,32.7,36.5,23.7,Protein,Mixed,Omnivore,3.1,7.0,90.0,fast
4849,30.0,F,178.1,72.6,4.0,4.0,151.0,9.0,Experienced,32.6,33.7,28.7,NoUse,Strength,Omnivore,2.2,8.0,66.0,medium
4850,22.0,F,158.1,50.0,7.0,2.0,96.0,7.0,Beginner,17.1,20.8,28.8,NoUse,Mixed,Omnivore,2.2,1.0,37.0,medium
4851,,M,,98.0,,,185.0,,Intermediate,,,,NoUse,,Omnivore,,,,
4852,20.0,F,170.5,59.3,5.0,,107.0,,Intermediate,,28.8,26.8,Protein,Cardio,Keto,2.5,,35.0,fast
4853,24.0,M,169.5,74.5,3.0,8.0,154.0,7.0,Experienced,34.4,35.5,13.4,Protein,Strength,Omnivore,3.2,6.0,55.0,medium
4854,56.0,F,172.0,73.4,3.0,10.0,149.0,7.0,Beginner,31.2,34.9,15.8,Pre-workout,Cardio,Omnivore,2.8,2.0,68.0,medium
4855,18.0,F,163.7,59.8,5.0,7.0,116.0,8.0,Beginner,21.2,25.2,24.4,NoUse,Strength,Vegetarian,2.3,9.0,39.0,medium
4856,34.0,M,194.3,85.6,3.0,5.0,166.0,8.0,Intermediate,38.8,40.5,24.3,NoUse,Strength,Keto,2.4,1.0,61.0,medium
4857,60.0,M,171.1,76.4,3.0,3.0,144.0,8.0,Beginner,37.8,41.9,22.9,Pre-workout,Mixed,Omnivore,3.3,9.0,53.0,fast
4858,42.0,M,168.2,62.7,3.0,4.0,121.0,7.0,Beginner,26.3,29.9,17.2,Protein,Cardio,Vegetarian,1.7,4.0,34.0,fast
4859,20.0,F,175.0,81.6,3.0,1.0,157.0,8.0,Experienced,34.1,34.7,15.1,NoUse,Strength,Omnivore,2.3,1.0,79.0,fast
4860,32.0,F,159.8,51.2,2.0,6.0,112.0,6.0,Intermediate,17.7,19.2,24.5,Protein,Strength,Omnivore,2.0,3.0,86.0,medium
4861,46.0,F,162.4,62.7,2.0,2.0,125.0,6.0,Beginner,23.1,27.6,27.7,NoUse,Strength,Omnivore,3.5,5.0,86.0,medium
4862,60.0,M,191.7,104.4,4.0,6.0,212.0,8.0,Experienced,42.2,43.1,14.6,NoUse,Cardio,Keto,2.1,4.0,38.0,slow
4863,49.0,F,169.1,83.9,1.0,4.0,152.0,6.0,Beginner,27.4,31.6,26.9,NoUse,Mixed,Omnivore,1.9,1.0,74.0,fast
4864,43.0,M,177.7,66.9,7.0,6.0,143.0,6.0,Experienced,32.1,33.6,12.8,NoUse,Mixed,Vegetarian,4.0,4.0,73.0,fast
4865,33.0,M,170.0,98.1,2.0,10.0,206.0,7.0,Experienced,38.6,39.3,10.6,Pre-workout,Cardio,Omnivore,2.8,1.0,49.0,slow
4866,42.0,F,172.9,61.3,1.0,8.0,123.0,6.0,Intermediate,26.9,28.7,15.5,Creatine,Mixed,Vegetarian,1.5,9.0,85.0,medium
4867,45.0,F,155.4,67.8,7.0,9.0,143.0,8.0,Beginner,26.9,31.3,29.7,NoUse,Cardio,Vegan,1.5,1.0,41.0,medium
4868,,,,,,,,,,,,,Pre-workout,,,,,,
4869,18.0,F,154.5,71.3,6.0,1.0,141.0,7.0,Experienced,30.4,31.7,16.8,NoUse,Mixed,Omnivore,3.8,10.0,44.0,medium
4870,46.0,F,174.1,83.9,5.0,9.0,159.0,9.0,Beginner,36.4,40.0,27.6,Pre-workout,Mixed,Vegetarian,2.2,5.0,71.0,medium
4871,39.0,M,177.0,65.6,7.0,6.0,134.0,7.0,Beginner,20.0,24.4,21.5,NoUse,Strength,Omnivore,3.8,7.0,78.0,medium
4872,,,,,,,,,,,,,NoUse,,,,,,
4873,58.0,M,176.1,87.5,6.0,5.0,192.0,7.0,Intermediate,33.3,34.9,13.5,NoUse,Strength,Keto,3.8,1.0,62.0,medium
4874,61.0,F,156.6,59.6,5.0,1.0,108.0,6.0,Beginner,20.6,24.8,20.3,NoUse,Cardio,Omnivore,3.4,3.0,67.0,medium
4875,58.0,F,154.1,60.7,6.0,10.0,118.0,7.0,Beginner,26.4,30.4,21.4,NoUse,Mixed,Omnivore,3.1,7.0,49.0,medium
4876,24.0,M,169.6,77.5,5.0,5.0,169.0,9.0,Beginner,28.5,32.5,11.7,NoUse,Cardio,Vegetarian,3.6,2.0,70.0,fast
4877,31.0,F,176.0,83.0,1.0,7.0,182.0,6.0,Experienced,28.1,29.4,29.2,NoUse,Strength,Vegetarian,3.7,7.0,36.0,medium
4878,,F,,,,,106.0,,Beginner,,,,Creatine,,Vegetarian,,,,
4879,36.0,M,198.9,89.6,4.0,4.0,182.0,7.0,Intermediate,39.7,42.0,20.4,Protein,Cardio,Omnivore,2.0,10.0,42.0,slow
4880,36.0,M,160.2,52.6,1.0,5.0,104.0,9.0,Beginner,22.5,26.1,16.1,NoUse,Strength,Vegetarian,3.6,6.0,51.0,fast
4881,19.0,F,169.7,63.1,4.0,9.0,119.0,7.0,Intermediate,21.5,23.3,28.2,Creatine,Cardio,Omnivore,2.2,6.0,75.0,slow
4882,58.0,F,175.7,71.4,4.0,3.0,131.0,7.0,Beginner,23.6,27.3,17.0,NoUse,Cardio,Omnivore,2.9,6.0,71.0,medium
4883,62.0,F,178.0,82.1,3.0,3.0,160.0,7.0,Experienced,29.5,30.7,28.0,NoUse,Cardio,Omnivore,2.2,2.0,30.0,fast
4884,32.0,M,165.8,88.2,7.0,8.0,171.0,6.0,Beginner,39.2,43.5,20.0,NoUse,Cardio,Omnivore,3.2,4.0,73.0,fast
4885,,F,,61.0,,,123.0,,Experienced,,,,NoUse,,Vegetarian,,,,
4886,28.0,F,153.2,56.1,2.0,5.0,109.0,7.0,Beginner,21.7,25.7,28.8,Pre-workout,Strength,Omnivore,3.7,10.0,87.0,medium
4887,63.0,F,160.6,53.7,6.0,9.0,106.0,6.0,Beginner,21.1,25.6,22.1,Creatine,Cardio,Omnivore,4.0,7.0,64.0,slow
4888,47.0,M,189.3,122.8,4.0,4.0,251.0,9.0,Intermediate,55.5,57.8,17.6,NoUse,Cardio,Vegetarian,2.5,2.0,37.0,fast
4889,57.0,F,160.4,66.3,5.0,8.0,138.0,8.0,Intermediate,26.2,28.1,18.8,Pre-workout,Mixed,Omnivore,3.3,1.0,70.0,fast
4890,35.0,M,172.5,89.8,3.0,8.0,162.0,6.0,Experienced,28.5,29.6,11.6,NoUse,Strength,Omnivore,2.3,9.0,61.0,medium
4891,,M,,75.8,,,143.0,,Intermediate,,,,NoUse,,Omnivore,,,49.0,
4892,19.0,M,162.7,64.1,1.0,7.0,120.0,6.0,Experienced,30.2,30.7,23.5,Protein,Strength,Omnivore,3.0,8.0,43.0,medium
4893,49.0,M,164.6,62.3,4.0,5.0,123.0,6.0,Beginner,23.0,27.0,21.9,Protein,Mixed,Vegetarian,2.6,9.0,46.0,medium
4894,25.0,M,195.0,113.5,6.0,3.0,208.0,6.0,Beginner,39.4,43.5,23.9,NoUse,Cardio,Vegan,1.6,4.0,67.0,medium
4895,,,,,,,,,,,,,Pre-workout,,,,,,
4896,23.0,M,187.7,81.7,4.0,1.0,161.0,6.0,Beginner,29.8,33.7,10.3,Protein,Strength,Vegan,3.3,10.0,33.0,medium
4897,29.0,F,173.1,74.5,4.0,9.0,159.0,9.0,Experienced,30.7,31.9,18.5,NoUse,Strength,Omnivore,2.2,2.0,40.0,medium
4898,64.0,F,167.0,67.9,5.0,1.0,147.0,8.0,Experienced,28.8,30.0,17.5,NoUse,Cardio,Vegan,1.7,3.0,78.0,fast
4899,57.0,M,189.2,106.0,2.0,1.0,199.0,8.0,Intermediate,36.1,37.7,10.2,NoUse,Mixed,Omnivore,3.6,6.0,74.0,medium
4900,53.0,M,186.1,99.8,7.0,3.0,199.0,6.0,Experienced,47.2,47.8,21.2,NoUse,Cardio,Omnivore,2.4,6.0,77.0,fast
4901,32.0,M,178.2,76.5,,,167.0,,Experienced,,,,NoUse,,Vegetarian,,,53.0,
4902,45.0,M,175.3,93.3,3.0,2.0,199.0,6.0,Intermediate,38.8,40.4,17.7,Protein,Strength,Vegan,1.9,2.0,84.0,fast
4903,62.0,F,178.2,67.5,4.0,5.0,123.0,6.0,Experienced,23.1,23.8,26.1,Protein,Mixed,Vegetarian,3.6,7.0,63.0,medium
4904,,,,,,,,,,,,,Creatine,,,,,,
4905,19.0,M,186.1,84.8,1.0,5.0,153.0,6.0,Intermediate,36.7,38.7,16.7,NoUse,Strength,Vegan,2.5,4.0,64.0,medium
4906,30.0,M,167.9,59.9,7.0,9.0,109.0,6.0,Intermediate,20.1,22.3,15.9,Creatine,Strength,Omnivore,2.8,3.0,37.0,medium
4907,62.0,F,163.4,52.1,1.0,9.0,107.0,6.0,Intermediate,23.0,24.7,24.8,NoUse,Mixed,Vegetarian,1.6,2.0,72.0,fast
4908,32.0,F,164.9,76.2,7.0,1.0,156.0,9.0,Experienced,25.9,27.4,28.6,Protein,Cardio,Vegetarian,3.2,10.0,31.0,slow
4909,37.0,M,190.3,79.0,4.0,5.0,168.0,9.0,Intermediate,38.1,40.4,23.3,NoUse,Cardio,Omnivore,2.8,3.0,83.0,medium
4910,46.0,F,170.0,63.5,7.0,9.0,122.0,8.0,Beginner,20.0,23.9,25.1,NoUse,Mixed,Omnivore,3.6,10.0,44.0,fast
4911,59.0,F,165.4,58.7,3.0,1.0,117.0,6.0,Beginner,21.2,25.3,25.6,NoUse,Cardio,Vegetarian,3.9,9.0,72.0,medium
4912,46.0,F,170.4,54.3,7.0,10.0,116.0,6.0,Beginner,20.0,24.3,22.6,Creatine,Strength,Omnivore,2.2,3.0,34.0,fast
4913,20.0,M,161.0,75.2,6.0,8.0,158.0,9.0,Experienced,32.3,33.1,21.6,Creatine,Mixed,Vegan,2.9,2.0,54.0,medium
4914,,,,,,,230.0,,,,,,Creatine,,,,,,
4915,20.0,F,156.3,73.1,4.0,8.0,156.0,6.0,Experienced,31.1,32.0,26.8,Protein,Mixed,Omnivore,1.5,3.0,47.0,fast
4916,31.0,M,186.3,118.1,1.0,,235.0,,Intermediate,,42.8,15.6,Protein,Cardio,Omnivore,1.7,,49.0,medium
4917,57.0,F,153.4,43.7,3.0,5.0,88.0,8.0,Beginner,18.9,23.1,16.5,NoUse,Strength,Vegetarian,3.6,10.0,51.0,medium
4918,21.0,F,153.4,49.6,2.0,10.0,101.0,8.0,Experienced,18.5,19.2,29.9,NoUse,Strength,Omnivore,2.8,9.0,73.0,medium
4919,28.0,M,161.4,68.2,4.0,1.0,133.0,8.0,Intermediate,21.0,23.0,19.8,Pre-workout,Strength,Vegetarian,4.0,8.0,65.0,medium
4920,48.0,M,196.4,127.8,1.0,8.0,245.0,9.0,Beginner,59.4,63.4,21.3,NoUse,Mixed,Omnivore,2.9,1.0,75.0,fast
4921,60.0,F,168.1,63.1,1.0,2.0,131.0,6.0,Experienced,19.3,20.0,21.7,NoUse,Cardio,Omnivore,3.7,5.0,47.0,slow
4922,49.0,M,174.5,86.9,2.0,9.0,162.0,7.0,Experienced,33.6,34.2,13.4,Protein,Strength,Omnivore,2.3,4.0,82.0,fast
4923,44.0,M,191.5,109.6,7.0,9.0,219.0,7.0,Experienced,38.2,39.0,22.0,NoUse,Mixed,Vegan,3.3,7.0,73.0,medium
4924,47.0,M,185.0,83.7,4.0,9.0,161.0,7.0,Intermediate,38.2,39.8,20.1,NoUse,Cardio,Vegan,1.8,3.0,51.0,slow
4925,60.0,M,184.8,98.1,7.0,8.0,192.0,6.0,Experienced,34.6,35.9,19.3,Protein,Mixed,Vegan,3.6,7.0,32.0,medium
4926,19.0,F,164.6,50.4,5.0,7.0,100.0,9.0,Intermediate,18.0,19.5,20.3,Protein,Mixed,Omnivore,1.7,2.0,78.0,medium
